Movie ID,Sentence No,Movie Title,Utterance,Speaker,Emotion,Dialogue ID,Utterance ID,Start Time,End Time,start_seconds,end_seconds,split,split1
2,53.0,kyeiwaa_bohye_bone,Wodeɛ wonte nea aba menua,Speaker 5 woman,Neutral,2.0,9,04m:01s:00ms,04m:02s:00ms,241.0,242.0,train,train
2,54.0,kyeiwaa_bohye_bone,Bɔ me,Speaker 6 woman,Joy,2.0,10,04m:03s:00ms,04m:03s:00ms,243.0,243.0,train,train
2,55.0,kyeiwaa_bohye_bone,Maame Akua suban yi ntɔkwa pɛ tɔkwa pɛ.,Speaker 5 woman,Neutral,2.0,11,04m:03s:00ms,04m:06s:00ms,243.0,246.0,train,train
2,56.0,kyeiwaa_bohye_bone,Abra ɔware yea ɔne ne Kunu kɔ akwantuom mese ntɔkwa ntɔkwa ne ne nkumaafoɔ yi ne wɔn a wɔ te fie.,Speaker 5 woman,Neutral,2.0,12,04m:07s:00ms,04m:12s:00ms,247.0,252.0,train,train
2,57.0,kyeiwaa_bohye_bone,"Asomdwe kra mma fie hɔ enneɛ wɔde sam na wɔde pam, hwe papa na ye bo no na ye pam ne de ne besi hɔ.",Speaker 5 woman,Neutral,2.0,13,04m:13s:00ms,04m:18s:00ms,253.0,258.0,train,train
2,58.0,kyeiwaa_bohye_bone,"Na wonim, ɔde asae ne ba baayewa yi",Speaker 5 woman,Neutral,2.0,14,04m:19s:00ms,04m:21s:00ms,259.0,261.0,train,train
2,59.0,kyeiwaa_bohye_bone,Eeeii,Speaker 6 woman,Joy,2.0,15,04m:22s:00ms,04m:22s:00ms,262.0,262.0,train,train
2,60.0,kyeiwaa_bohye_bone,Ne ba na kɔ aware mmiensa.,Speaker 5 woman,Neutral,2.0,16,04m:22s:00ms,04m:23s:00ms,262.0,263.0,train,train
2,61.0,kyeiwaa_bohye_bone,"ɔkɔa na bosome na yede na besi, wei deɛ andi nawotwe mmiesa mpo ye de na ba.",Speaker 5 woman,Neutral,2.0,17,04m:24s:00ms,04m:27s:00ms,264.0,267.0,train,train
2,62.0,kyeiwaa_bohye_bone,Saa?,Speaker 6 woman,Surprise,2.0,18,04m:27s:00ms,04m:28s:00ms,267.0,268.0,train,train
2,63.0,kyeiwaa_bohye_bone,Aane ye de na ba,Speaker 5 woman,Neutral,2.0,19,04m:28s:00ms,04m:29s:00ms,268.0,269.0,train,train
2,64.0,kyeiwaa_bohye_bone,"Awiase saaa, sɛ wannya nipa ama na tete woa saa na ɛwɔ sɛ ɛba.",Speaker 6 woman,Sadness,2.0,20,04m:30s:00ms,04m:34s:00ms,270.0,274.0,train,train
2,65.0,kyeiwaa_bohye_bone,ɛye asem oo,Speaker 5 woman,Sadness,2.0,21,04m:34s:00ms,04m:35s:00ms,274.0,275.0,train,train
2,66.0,kyeiwaa_bohye_bone,"Saaa na ɛwɔ sɛ ɛba, nkola nasem ye me mɔbɔ",Speaker 6 woman,Sadness,2.0,22,04m:35s:00ms,04m:38s:00ms,275.0,278.0,train,train
2,67.0,kyeiwaa_bohye_bone,ɛbɛ ye wo mɔbɔ moohm,Speaker 5 woman,Neutral,2.0,23,04m:38s:00ms,04m:39s:00ms,278.0,279.0,train,train
2,68.0,kyeiwaa_bohye_bone,Nkola ne na ɛye me mɔbɔ,Speaker 6 woman,Sadness,2.0,24,04m:39s:00ms,04m:40s:00ms,279.0,280.0,train,train
2,69.0,kyeiwaa_bohye_bone,Oooww me nua,Speaker 5 woman,Sadness,2.0,25,04m:40s:00ms,04m:40s:00ms,280.0,280.0,train,train
2,70.0,kyeiwaa_bohye_bone,"Mɔbrowa, ɔkɔ na ye de naba besi",Speaker 6 woman,Sadness,2.0,26,04m:40s:00ms,04m:43s:00ms,280.0,283.0,train,train
2,71.0,kyeiwaa_bohye_bone,Hmm menua me si nkola ne fa brɔdeɛ bi nsi me gya so,Speaker 6 woman,Neutral,2.0,27,04m:45s:00ms,04m:47s:00ms,285.0,287.0,train,train
2,72.0,kyeiwaa_bohye_bone,Eeeii wo ne wo brɔdeɛ yi,Speaker 5 woman,Joy,2.0,28,04m:47s:00ms,04m:48s:00ms,287.0,288.0,train,train
2,73.0,kyeiwaa_bohye_bone,Menkɔ kɔ hwɛ sɛ ɔmo awia,Speaker 6 woman,Neutral,2.0,29,04m:48s:00ms,04m:49s:00ms,288.0,289.0,train,train
2,74.0,kyeiwaa_bohye_bone,Yoo me nua,Speaker 5 woman,Neutral,2.0,30,04m:49s:00ms,04m:49s:00ms,289.0,289.0,train,train
2,75.0,kyeiwaa_bohye_bone,Eeeii saaa,Speaker 7 woman,Surprise,3.0,1,05m:08s:00ms,05m:09s:00ms,308.0,309.0,train,train
2,76.0,kyeiwaa_bohye_bone,Na wo bɛ hwɛ ɔpanyin anim ataa n'asum saa?,Speaker 2 Woman,Neutral,3.0,2,05m:11s:00ms,05m:13s:00ms,311.0,313.0,train,train
2,77.0,kyeiwaa_bohye_bone,"Wei deɛ wonim, ye fre no ""frenkyibɔ"".",Speaker 7 woman,Joy,3.0,3,05m:14s:00ms,05m:15s:00ms,314.0,315.0,train,train
2,78.0,kyeiwaa_bohye_bone,Sɛ wo kɔ na obi bɛ bɔ wasum saa frenkyibɔ wo bɛ hu sɛ w'ani so ɛtete wo saaa sɛ nsroma. Eeii,Speaker 7 woman,Neutral,3.0,4,05m:17s:00ms,05m:23s:00ms,317.0,323.0,train,train
2,79.0,kyeiwaa_bohye_bone,"ɛna wo ka ne sei, na neama biaa mea me huu wɔ wiam ɛsɛ w'ani nsɛ wo ka",Speaker 2 Woman,Neutral,3.0,5,05m:23s:00ms,05m:27s:00ms,323.0,327.0,train,train
2,80.0,kyeiwaa_bohye_bone,"Ye fre ne ""daflata""",Speaker 7 woman,Joy,3.0,6,05m:27s:00ms,05m:28s:00ms,327.0,328.0,train,train
2,81.0,kyeiwaa_bohye_bone,"Gyae oo mensre, mensre koraaa koraa ɛye manibre asem",Speaker 2 Woman,Anger,3.0,7,05m:28s:00ms,05m:32s:00ms,328.0,332.0,train,train
2,82.0,kyeiwaa_bohye_bone,Na wonim sɛ me deɛ menfa bɔne nkyɛ,Speaker 2 Woman,Anger,3.0,8,05m:32s:00ms,05m:33s:00ms,332.0,333.0,train,train
2,83.0,kyeiwaa_bohye_bone,Daabi daabi,Speaker 7 woman,Fear,3.0,9,05m:33s:00ms,05m:33s:00ms,333.0,333.0,train,train
2,84.0,kyeiwaa_bohye_bone,Obia wo ben me koraa wo ye me ho nipa koraaa wo ye me bɔne a me fa wo ho nkyɛ wo.,Speaker 2 Woman,Anger,3.0,10,05m:34s:00ms,05m:38s:00ms,334.0,338.0,train,train
2,85.0,kyeiwaa_bohye_bone,ɛnoa no no,Speaker 7 woman,Neutral,3.0,11,05m:38s:00ms,05m:39s:00ms,338.0,339.0,train,train
2,86.0,kyeiwaa_bohye_bone,Na obi hunu a mennim no,Speaker 2 Woman,Anger,3.0,12,05m:39s:00ms,05m:39s:00ms,339.0,339.0,train,train
2,87.0,kyeiwaa_bohye_bone,That's right,Speaker 7 woman,Neutral,3.0,13,05m:39s:00ms,05m:40s:00ms,339.0,340.0,train,train
2,88.0,kyeiwaa_bohye_bone,Eeii ɛmerɛ pa nankasa de ne ho bɛ ba.,Speaker 2 Woman,Neutral,3.0,14,05m:41s:00ms,05m:43s:00ms,341.0,343.0,train,train
2,89.0,kyeiwaa_bohye_bone,Meye na deɛ papa.,Speaker 2 Woman,Neutral,3.0,15,05m:44s:00ms,05m:45s:00ms,344.0,345.0,train,train
2,90.0,kyeiwaa_bohye_bone,"Obia ye bo wo a wo da fɔm wonso wo ye nipa kro no, ye bo na wo ye no.",Speaker 7 woman,Joy,3.0,16,05m:45s:00ms,05m:49s:00ms,345.0,349.0,train,train
2,91.0,kyeiwaa_bohye_bone,"Na me ye no, me se me ye ne paa ma ɔnoa hu sɛ yes ye nyim no bosome nkron",Speaker 2 Woman,Neutral,3.0,17,05m:49s:00ms,05m:55s:00ms,349.0,355.0,train,train
2,92.0,kyeiwaa_bohye_bone,Yie asem yi ye sre,Speaker 7 woman,Joy,3.0,18,05m:56s:00ms,05m:57s:00ms,356.0,357.0,train,train
2,93.0,kyeiwaa_bohye_bone,Wama ma kai,Speaker 2 Woman,Neutral,3.0,19,05m:57s:00ms,05m:58s:00ms,357.0,358.0,train,train
2,94.0,kyeiwaa_bohye_bone,ɛdeɛ asem?,Speaker 7 woman,Neutral,3.0,20,05m:58s:00ms,05m:59s:00ms,358.0,359.0,train,train
2,95.0,kyeiwaa_bohye_bone,Na ɛdeɛ na wo twen yi?,Speaker 2 Woman,Neutral,3.0,21,05m:59s:00ms,06m:00s:00ms,359.0,360.0,train,train
2,96.0,kyeiwaa_bohye_bone,Me twen deɛ sɛ sɛn?,Speaker 7 woman,Neutral,3.0,22,06m:00s:00ms,06m:01s:00ms,360.0,361.0,train,train
2,97.0,kyeiwaa_bohye_bone,"Wagyae wo ho dodo, wagyae ho dodo.",Speaker 2 Woman,Anger,3.0,23,06m:01s:00ms,06m:03s:00ms,361.0,363.0,train,train
2,98.0,kyeiwaa_bohye_bone,ɛdea asem na wo ka mentease yi?,Speaker 7 woman,Confusion,3.0,24,06m:04s:00ms,06m:05s:00ms,364.0,365.0,train,train
2,99.0,kyeiwaa_bohye_bone,Wo bi sa me sɛ deɛ ba ade? ɛnnyɛ yen a na ye kasɛ wo ba no fa ne bra na yen sei na brabɔ?,Speaker 2 Woman,Neutral,3.0,25,06m:05s:00ms,06m:09s:00ms,365.0,369.0,train,train
2,100.0,kyeiwaa_bohye_bone,ɛna woa wo gye gyina mu sɛ yentwen sɛ wo ba no ware na ɔwoa wo de wo nana no bɛ ba ama ye de ahyɛ anan?,Speaker 2 Woman,Anger,3.0,26,06m:10s:00ms,06m:16s:00ms,370.0,376.0,train,train
2,101.0,kyeiwaa_bohye_bone,Nafei aden?,Speaker 2 Woman,Anger,3.0,27,06m:17s:00ms,06m:17s:00ms,377.0,377.0,train,train
2,102.0,kyeiwaa_bohye_bone,ɛnokware na asem woka asɛ ɛne koraa me ne wo ɛda ye.,Speaker 7 woman,Neutral,3.0,28,06m:18s:00ms,06m:21s:00ms,378.0,381.0,train,train
2,103.0,kyeiwaa_bohye_bone,ɛne mendaye oo madwene ho adwene adwene a na sisia me gyina ha yi me kɔ fie pɛ me kɔ boa me ho masi hɔ,Speaker 7 woman,Neutral,3.0,29,06m:21s:00ms,06m:28s:00ms,381.0,388.0,train,train
2,104.0,kyeiwaa_bohye_bone,"Anopa papa na me kɔ me ba ne hɔ, na me kɔ obaa ne si hɔ potee na sɛ ɔnyinsɛn wo yea",Speaker 7 woman,Anger,3.0,30,06m:29s:00ms,06m:36s:00ms,389.0,396.0,train,train
2,105.0,kyeiwaa_bohye_bone,"Kwan me de ne bɛ fa so, me tu no sɛ ayi.",Speaker 7 woman,Neutral,3.0,31,06m:38s:00ms,06m:41s:00ms,398.0,401.0,train,train
2,106.0,kyeiwaa_bohye_bone,"Eno, ɛne na ye ne ntem.",Speaker 2 Woman,Neutral,3.0,32,06m:42s:00ms,06m:43s:00ms,402.0,403.0,train,train
2,107.0,kyeiwaa_bohye_bone,Ma wo nan ɛnbɔ wo to na ye ne ntem tem na ya twɛn abre.,Speaker 2 Woman,Neutral,3.0,33,06m:44s:00ms,06m:46s:00ms,404.0,406.0,train,train
2,108.0,kyeiwaa_bohye_bone,Na me kɔ yi ɛnyɛ adea me san be bisa biom.,Speaker 2 Woman,Neutral,3.0,34,06m:47s:00ms,06m:48s:00ms,407.0,408.0,train,train
2,109.0,kyeiwaa_bohye_bone,Mate,Speaker 7 woman,Neutral,3.0,35,06m:49s:00ms,06m:49s:00ms,409.0,409.0,train,train
2,110.0,kyeiwaa_bohye_bone,Menbisa biom oo,Speaker 2 Woman,Anger,3.0,36,06m:49s:00ms,06m:50s:00ms,409.0,410.0,train,train
2,111.0,kyeiwaa_bohye_bone,Mate Menim deɛ me ye.,Speaker 7 woman,Neutral,3.0,37,06m:50s:00ms,06m:51s:00ms,410.0,411.0,train,train
2,112.0,kyeiwaa_bohye_bone,ɛnneɛ me kɔ fie,Speaker 2 Woman,Neutral,3.0,38,06m:51s:00ms,06m:52s:00ms,411.0,412.0,train,train
2,113.0,kyeiwaa_bohye_bone,"Yoo yie, ɛya hwɛ wakyi yie na yansa bɛ browo",Speaker 7 woman,Neutral,3.0,39,06m:53s:00ms,06m:57s:00ms,413.0,417.0,train,train
2,114.0,kyeiwaa_bohye_bone,"Neɛ monim aa nie, neɛ monim aa nie",Speaker 7 woman,Anger,3.0,40,07m:00s:00ms,07m:02s:00ms,420.0,422.0,train,train
2,115.0,kyeiwaa_bohye_bone,"Fa me nana mmra, ɛnam yi me wɔ, me wɔ ne saaa",Speaker 7 woman,Anger,3.0,41,07m:03s:00ms,07m:06s:00ms,423.0,426.0,train,train
2,116.0,kyeiwaa_bohye_bone,Moa wre nam saa enam mfono mo?,Speaker 7 woman,Anger,3.0,42,07m:12s:00ms,07m:14s:00ms,432.0,434.0,train,train
2,117.0,kyeiwaa_bohye_bone,Me me pɛ me nana de aye mea ma dea wo gyina ha sɛ fa wo nana bra,Speaker 7 woman,Anger,3.0,43,07m:15s:00ms,07m:19s:00ms,435.0,439.0,train,train
2,118.0,kyeiwaa_bohye_bone,Yen hwi wo obi bɛ bo saaa,Speaker 7 woman,Anger,3.0,44,07m:20s:00ms,07m:22s:00ms,440.0,442.0,train,train
2,119.0,kyeiwaa_bohye_bone,Eeeii asew eeii,Speaker 8 woman,Surprise,4.0,1,08m:00s:00ms,08m:03s:00ms,480.0,483.0,train,train
2,120.0,kyeiwaa_bohye_bone,"Hello, ma ma menfa wo bag nkɔsi hɔ.",Speaker 8 woman,Joy,4.0,2,08m:05s:00ms,08m:08s:00ms,485.0,488.0,train,train
2,121.0,kyeiwaa_bohye_bone,Eeii asew,Speaker 8 woman,Joy,4.0,3,08m:09s:00ms,08m:09s:00ms,489.0,489.0,train,train
2,122.0,kyeiwaa_bohye_bone,Asew akwaaba,Speaker 8 woman,Joy,4.0,4,08m:10s:00ms,08m:11s:00ms,490.0,491.0,train,train
2,123.0,kyeiwaa_bohye_bone,"Deɛ wonim aa no no, neɛ wonim aa ne sɛ obi fri akwan ba na waa payin mu moa wabɛ bia ɛpono na wagye ne bag.",Speaker 7 woman,Anger,4.0,5,08m:11s:00ms,08m:19s:00ms,491.0,499.0,train,train
2,124.0,kyeiwaa_bohye_bone,Sɛ oo ma menfa nkɔsi hɔ ma wo.,Speaker 7 woman,Anger,4.0,6,08m:19s:00ms,08m:21s:00ms,499.0,501.0,train,train
2,125.0,kyeiwaa_bohye_bone,"Neɛsɛ sɛ sɛ neɛsɛ, sɛ neɛ sɛ na ɛsɛsɛ ɛsɛ.",Speaker 7 woman,Anger,4.0,7,08m:22s:00ms,08m:25s:00ms,502.0,505.0,train,train
2,126.0,kyeiwaa_bohye_bone,Deɛ sɛ ne sɛ wo wo na me nya me nananom.,Speaker 7 woman,Anger,4.0,8,08m:25s:00ms,08m:28s:00ms,505.0,508.0,train,train
2,127.0,kyeiwaa_bohye_bone,"Nanka me bie pono yi nanka yirrrrr, grandmum, grandmum, grandmum, grandmum",Speaker 7 woman,Anger,4.0,9,08m:28s:00ms,08m:34s:00ms,508.0,514.0,train,train
2,128.0,kyeiwaa_bohye_bone,Ntoma fufou yi na ma tɔ agu hɔ yi oo mennya obiaa ɛnfa ma ne fira,Speaker 7 woman,Anger,4.0,10,08m:35s:00ms,08m:38s:00ms,515.0,518.0,train,train
2,129.0,kyeiwaa_bohye_bone,"Ntoma fufou mea mefira maadeɛ, mennya obiaa na wa awo ɛna wabɛ gye afira.",Speaker 7 woman,Anger,4.0,11,08m:39s:00ms,08m:43s:00ms,519.0,523.0,train,train
2,130.0,kyeiwaa_bohye_bone,Fa me bag ma me,Speaker 7 woman,Anger,4.0,12,08m:43s:00ms,08m:44s:00ms,523.0,524.0,train,train
2,131.0,kyeiwaa_bohye_bone,Foolish,Speaker 7 woman,Anger,4.0,13,08m:45s:00ms,08m:46s:00ms,525.0,526.0,train,train
2,132.0,kyeiwaa_bohye_bone,Efie kakraa kyeresɛ obiaa nim,Speaker 7 woman,Anger,4.0,14,08m:51s:00ms,08m:53s:00ms,531.0,533.0,train,train
2,133.0,kyeiwaa_bohye_bone,Herh agya aha dwo,Speaker 7 woman,Neutral,4.0,15,08m:56s:00ms,08m:58s:00ms,536.0,538.0,train,train
2,134.0,kyeiwaa_bohye_bone,"Aha na ye ""wru gu gu gugu""",Speaker 7 woman,Neutral,4.0,16,09m:00s:00ms,09m:02s:00ms,540.0,542.0,train,train
2,135.0,kyeiwaa_bohye_bone,Herh bra ha sei,Speaker 7 woman,Anger,4.0,17,09m:02s:00ms,09m:03s:00ms,542.0,543.0,train,train
2,136.0,kyeiwaa_bohye_bone,Bra ha!,Speaker 7 woman,Anger,4.0,18,09m:05s:00ms,09m:05s:00ms,545.0,545.0,train,train
2,137.0,kyeiwaa_bohye_bone,Bra ha! bra na be gyina ha. Bra na be gyina ha,Speaker 7 woman,Anger,4.0,19,09m:06s:00ms,09m:09s:00ms,546.0,549.0,train,train
2,138.0,kyeiwaa_bohye_bone,Heeii aha dwo oo,Speaker 7 woman,Anger,4.0,20,09m:16s:00ms,09m:17s:00ms,556.0,557.0,train,train
2,139.0,kyeiwaa_bohye_bone,Agya wo deɛ wannya.,Speaker 7 woman,Anger,4.0,21,09m:18s:00ms,09m:20s:00ms,558.0,560.0,train,train
2,140.0,kyeiwaa_bohye_bone,"Hwɛ sɛ deɛ aha si dwo no ɛte sɛ onyina, onyina kɛseɛ aa awia biaa nni aseɛ mframa ɛfa asiɛ hoo hoo.",Speaker 7 woman,Anger,4.0,22,09m:20s:00ms,09m:29s:00ms,560.0,569.0,train,train
2,141.0,kyeiwaa_bohye_bone,Ah wannya papa. ɛnnyɛ deɛ ahia ne oo ɛnnyɛ deɛ ahia ne ha.,Speaker 7 woman,Anger,,23,09m:30s:00ms,09m:34s:00ms,570.0,574.0,train,train
2,142.0,kyeiwaa_bohye_bone,ɛnnyɛ aha na ahia me.,Speaker 7 woman,Anger,4.0,24,09m:35s:00ms,09m:36s:00ms,575.0,576.0,train,train
2,143.0,kyeiwaa_bohye_bone,Fri m'aniso ha kɔ.,Speaker 7 woman,Anger,4.0,25,09m:37s:00ms,09m:38s:00ms,577.0,578.0,train,train
2,144.0,kyeiwaa_bohye_bone,Deɛ ahia no ye.,Speaker 7 woman,Anger,4.0,26,09m:41s:00ms,09m:42s:00ms,581.0,582.0,train,train
2,145.0,kyeiwaa_bohye_bone,"Eeii aha deɛ wanhwɛ na wo pa, asɛ nsuo atɔ.",Speaker 7 woman,Anger,4.0,27,09m:44s:00ms,09m:47s:00ms,584.0,587.0,train,train
2,146.0,kyeiwaa_bohye_bone,Mentena ha sei,Speaker 7 woman,Joy,4.0,28,09m:50s:00ms,09m:51s:00ms,590.0,591.0,train,train
2,147.0,kyeiwaa_bohye_bone,Herh wo daa gyina hɔ,Speaker 7 woman,Anger,4.0,29,09m:51s:00ms,09m:52s:00ms,591.0,592.0,train,train
2,148.0,kyeiwaa_bohye_bone,"Kyeresɛ wo tia ha wia hwɛ ɛtese deɛ nsuo atɔ agu fɔm ""rrrrrr""",Speaker 7 woman,Neutral,4.0,30,09m:57s:00ms,10m:02s:00ms,597.0,602.0,train,train
2,149.0,kyeiwaa_bohye_bone,"Me ba yi menfre no na ɔnhu sɛ mabe duru, maba",Speaker 7 woman,Neutral,4.0,31,10m:06s:00ms,10m:08s:00ms,606.0,608.0,train,train
2,150.0,kyeiwaa_bohye_bone,"Menfre no, adeɛ wei",Speaker 7 woman,Neutral,4.0,32,10m:11s:00ms,10m:12s:00ms,611.0,612.0,train,train
2,151.0,kyeiwaa_bohye_bone,Menfre no na ɔnhu sɛ maba,Speaker 7 woman,Neutral,4.0,33,10m:15s:00ms,10m:17s:00ms,615.0,617.0,train,train
2,152.0,kyeiwaa_bohye_bone,Quansah!,Speaker 7 woman,Joy,5.0,1,10m:37s:00ms,10m:37s:00ms,637.0,637.0,train,train
2,153.0,kyeiwaa_bohye_bone,Eeeii Maame,Speaker 9 man,Joy,5.0,2,10m:38s:00ms,10m:38s:00ms,638.0,638.0,train,train
2,154.0,kyeiwaa_bohye_bone,"Na me kaa se won te kasa no, wo te?",Speaker 7 woman,Neutral,5.0,3,10m:40s:00ms,10m:42s:00ms,640.0,642.0,train,train
2,155.0,kyeiwaa_bohye_bone,Aane,Speaker 9 man,Joy,5.0,4,10m:42s:00ms,10m:42s:00ms,642.0,642.0,train,train
2,156.0,kyeiwaa_bohye_bone,Maba nti bra,Speaker 7 woman,Neutral,5.0,5,10m:42s:00ms,10m:43s:00ms,642.0,643.0,train,train
2,157.0,kyeiwaa_bohye_bone,Enti wo wɔ fie?,Speaker 9 man,Neutral,5.0,6,10m:44s:00ms,10m:44s:00ms,644.0,644.0,train,train
2,158.0,kyeiwaa_bohye_bone,Ah yoo enniɛ akwaaba.,Speaker 9 man,Joy,5.0,7,10m:46s:00ms,10m:47s:00ms,646.0,647.0,train,train
2,159.0,kyeiwaa_bohye_bone,"Na wo baa no wo ba nso soa bɔmoden sɛ wo bɛ tɔ ɛyi mɛko, nyadoa,",Speaker 7 woman,Neutral,5.0,8,10m:48s:00ms,10m:54s:00ms,648.0,654.0,train,train
2,160.0,kyeiwaa_bohye_bone,Hello?,Speaker 9 man,Neutral,5.0,9,10m:55s:00ms,10m:55s:00ms,655.0,655.0,train,train
2,161.0,kyeiwaa_bohye_bone,"Ntoose, brɔdeɛ mentimi anfa eduane anba",Speaker 7 woman,Joy,5.0,10,10m:56s:00ms,10m:59s:00ms,656.0,659.0,train,train
2,162.0,kyeiwaa_bohye_bone,Maame?,Speaker 9 man,Neutral,5.0,11,10m:59s:00ms,11m:00s:00ms,659.0,660.0,train,train
2,163.0,kyeiwaa_bohye_bone,Hello?,Speaker 9 man,Neutral,5.0,12,11m:02s:00ms,11m:02s:00ms,662.0,662.0,train,train
2,164.0,kyeiwaa_bohye_bone,Me sɔre ahomakye ɛna me baa ye.,Speaker 7 woman,Joy,5.0,13,11m:07s:00ms,11m:09s:00ms,667.0,669.0,train,train
2,165.0,kyeiwaa_bohye_bone,"ɛnti bɔmoden aa na di dwa bre me na men ye aduane kama, men ye nkwan kama mfa ma wo sɛ wate",Speaker 7 woman,Joy,5.0,14,11m:10s:00ms,11m:15s:00ms,670.0,675.0,train,train
2,166.0,kyeiwaa_bohye_bone,"Aane, Ei",Speaker 7 woman,Surprise,5.0,15,11m:17s:00ms,11m:18s:00ms,677.0,678.0,train,train
2,167.0,kyeiwaa_bohye_bone,ɛdien na pu pun pun yi,Speaker 7 woman,Surprise,5.0,16,11m:19s:00ms,11m:20s:00ms,679.0,680.0,train,train
2,168.0,kyeiwaa_bohye_bone,Pun pun pun,Speaker 7 woman,Neutral,5.0,17,11m:21s:00ms,11m:22s:00ms,681.0,682.0,train,train
2,169.0,kyeiwaa_bohye_bone,Wadum no,Speaker 7 woman,Neutral,5.0,18,11m:23s:00ms,11m:23s:00ms,683.0,683.0,train,train
2,170.0,kyeiwaa_bohye_bone,Manya ka sɛ maba ne deɛ maba.,Speaker 7 woman,Neutral,5.0,19,11m:25s:00ms,11m:26s:00ms,685.0,686.0,train,train
2,171.0,kyeiwaa_bohye_bone,Maba,Speaker 7 woman,Neutral,5.0,20,11m:31s:00ms,11m:32s:00ms,691.0,692.0,train,train
2,172.0,kyeiwaa_bohye_bone,Neama wa tɔ nyinaaa ɔnfa bre me na menye aduane ma me ba.,Speaker 7 woman,Joy,5.0,21,11m:35s:00ms,11m:38s:00ms,695.0,698.0,train,train
2,173.0,kyeiwaa_bohye_bone,Eeeiii aha ye nwunu koraa sen aha.,Speaker 7 woman,Joy,5.0,22,11m:39s:00ms,11m:42s:00ms,699.0,702.0,train,train
2,174.0,kyeiwaa_bohye_bone,Na wo kɔ he?,Speaker 7 woman,Surprise,6.0,1,11m:59s:00ms,11m:59s:00ms,719.0,719.0,train,train
2,175.0,kyeiwaa_bohye_bone,Quansah aba.,Speaker 8 woman,Neutral,6.0,2,12m:00s:00ms,12m:00s:00ms,720.0,720.0,train,train
2,176.0,kyeiwaa_bohye_bone,Me ba na ba?,Speaker 7 woman,Joy,6.0,3,12m:01s:00ms,12m:01s:00ms,721.0,721.0,train,train
2,177.0,kyeiwaa_bohye_bone,"Ooow na me ba yi na aba, herh gyina hɔ wo kɔ he?",Speaker 7 woman,Anger,6.0,4,12m:02s:00ms,12m:05s:00ms,722.0,725.0,train,train
2,178.0,kyeiwaa_bohye_bone,Ei me ba oo.,Speaker 7 woman,Joy,6.0,5,12m:06s:00ms,12m:07s:00ms,726.0,727.0,train,train
2,179.0,kyeiwaa_bohye_bone,Quansah.,Speaker 7 woman,Joy,6.0,6,12m:14s:00ms,12m:15s:00ms,734.0,735.0,train,train
2,180.0,kyeiwaa_bohye_bone,Ei me ba yi.,Speaker 7 woman,Joy,6.0,7,12m:16s:00ms,12m:18s:00ms,736.0,738.0,train,train
2,181.0,kyeiwaa_bohye_bone,Menim oo sɛɛ wo na ba,Speaker 7 woman,Joy,6.0,8,12m:20s:00ms,12m:22s:00ms,740.0,742.0,train,train
2,182.0,kyeiwaa_bohye_bone,Bra bra,Speaker 7 woman,Joy,6.0,9,12m:27s:00ms,12m:28s:00ms,747.0,748.0,train,train
2,183.0,kyeiwaa_bohye_bone,Quansah oo ei ei,Speaker 7 woman,Joy,6.0,10,12m:42s:00ms,12m:43s:00ms,762.0,763.0,train,train
2,184.0,kyeiwaa_bohye_bone,Atuuu,Speaker 7 woman,Joy,6.0,11,12m:44s:00ms,12m:45s:00ms,764.0,765.0,train,train
2,185.0,kyeiwaa_bohye_bone,Atuuu,Speaker 9 man,Joy,6.0,12,12m:44s:00ms,12m:45s:00ms,764.0,765.0,train,train
2,186.0,kyeiwaa_bohye_bone,Maame na Afia wehe ha wo bie gate.,Speaker 9 man,Surprise,6.0,13,12m:46s:00ms,12m:49s:00ms,766.0,769.0,train,train
2,187.0,kyeiwaa_bohye_bone,Oww na sɛ Afia deɛ ye de ne baa sɛ ɔnbɛ wo wo.,Speaker 7 woman,Neutral,6.0,14,12m:49s:00ms,12m:52s:00ms,769.0,772.0,train,train
2,188.0,kyeiwaa_bohye_bone,ɔnbɛ wo na menya nananom ɛnnyɛ gate bie enti na ɔbaye oo,Speaker 7 woman,Anger,6.0,15,12m:53s:00ms,12m:57s:00ms,773.0,777.0,train,train
2,189.0,kyeiwaa_bohye_bone,"Maame mepwokyew, mepawokyew saa asem no menpɛ sɛ me te wɔ fie ha mepawokyew.",Speaker 9 man,Neutral,6.0,16,12m:57s:00ms,13m:00s:00ms,777.0,780.0,train,train
2,190.0,kyeiwaa_bohye_bone,Maame ɛnɛ nkoaa na wo baaye wastarte menpɛ saa,Speaker 9 man,Anger,6.0,17,13m:01s:00ms,13m:03s:00ms,781.0,783.0,train,train
2,191.0,kyeiwaa_bohye_bone,Quansah!,Speaker 7 woman,Surprise,6.0,18,13m:05s:00ms,13m:06s:00ms,785.0,786.0,train,train
2,192.0,kyeiwaa_bohye_bone,"Quansah! Quansah herh, herh gyina hɔ.",Speaker 7 woman,Anger,6.0,19,13m:07s:00ms,13m:09s:00ms,787.0,789.0,train,train
2,193.0,kyeiwaa_bohye_bone,Me ne wo kasa na watwi afa me so kɔɔ wehu?,Speaker 7 woman,Surprise,6.0,20,13m:10s:00ms,13m:12s:00ms,790.0,792.0,train,train
